call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
WGRG-LP,100.5 FM,Geneseo,"Geneseo Community Radio Group, Inc.",80's hits,Illinois,,,,,
WGRN,89.5 FM,Greenville,"Greenville College Educational Broadcasting Foundation, Inc",Contemporary Christian,Illinois,,,,,
WGVD-LP,97.3 FM,Dwight,Dwight First Baptist Church and Academy,Religious Teaching,Illinois,,,,,
WGVV-LP,92.5 FM,Rock Island,Quad Cities Community Broadcasting Group,Urban contemporary,Illinois,,,,,
WHCM,88.3 FM,Palatine,William Rainey Harper College,College,Illinois,,,,,
WHCO,1230 AM,Sparta,"Southern Illinois Radio Group, Inc.",Country,Illinois,,,,,
WHET,97.7 FM,West Frankfort,"Withers Broadcasting of Southern Illinois, LLC",Country,Illinois,,,,,
WHFH,88.5 FM,Flossmoor,Community High School District #233,High school broadcasting,Illinois,,,,,
WHIW-LP,101.3 FM,Harvard,"Harvard Broadcasting, Inc.",Variety,Illinois,,,,,
WHJG-LP,93.3 FM,Rockford,Pelley Road Christian Fellowship,Christian talk,Illinois,,,,,
WHJR,88.3 FM,Murphysboro,Covenant Network,Catholic,Illinois,,,,,
WHMS-FM,97.5 FM,Champaign,"Champaign Multimedia Group, LLC",Adult contemporary,Illinois,,,,,
WHOW,1520 AM,Clinton,"Kaskaskia Broadcasting, Inc.",News/Talk,Illinois,,,,,
WHPA,89.7 FM,Macomb,"Good News Radio, Inc.",Christian,Illinois,,,,,
WHPI,96.5 FM,Farmington,"Advanced Media Partners, LLC",Top 40 (CHR),Illinois,,,,,
WHPK,88.5 FM,Chicago,University of Chicago,College,Illinois,,,,,
WHPO,100.9 FM,Hoopeston,"Hoopeston Radio, Inc.",Country,Illinois,,,,,
WHQQ,98.9 FM,Neoga,"The Cromwell Group, Inc. of Illinois",Sports,Illinois,,,,,
WHRD,106.9 FM,Freeport,"Northwestern Illinois Radio Fellowship, Inc.",Christian,Illinois,,,,,
WHRU-LP,101.5 FM,Huntley,Huntley Community Radio Ltd. NFP,Variety,Illinois,,,,,
WHSD,88.5 FM,Hinsdale,Hinsdale Twsp. High Sch. Dist. #86,High school,Illinois,,,,,
WIBH,1440 AM,Anna,"WIBH, Inc.",Country,Illinois,,,,,
WIBI,91.1 FM,Carlinville,University of Northwestern – St. Paul,Contemporary Christian,Illinois,,,,,
WIBK,1360 AM,Watseka,Iroquois County Broadcasting Company,News/Talk,Illinois,,,,,
WIBL,107.7 FM,Fairbury,"Pilot Media, LLC",Country,Illinois,,,,,
WIBU,1440 AM,Paris,"Midwest Communications, Inc.",News/Talk,Illinois,,,,,
WIBV,102.1 FM,Mount Vernon,Benjamin Stratemeyer,Country,Illinois,,,,,
WIHM,1410 AM,Taylorville,Covenant Network,Religious,Illinois,,,,,
WIHM-FM,88.1 FM,Harrisburg,Covenant Network,Catholic,Illinois,,,,,
WIHN,96.7 FM,Normal,"Neuhoff Media Bloomington, LLC",Active rock,Illinois,,,,,
WIIT,88.9 FM,Chicago,Illinois Institute of Technology,Variety,Illinois,,,,,
WIJR,880 AM,Highland,Birach Broadcasting Corporation,Regional Mexican,Illinois,,,,,
WIKK,103.5 FM,Newton,"V.L.N. Broadcasting, Inc.",Classic rock,Illinois,,,,,
WILL,580 AM,Urbana,The Board of Trustees of the University of Illinois,News/Talk; Public radio,Illinois,,,,,
WILL-FM,90.9 FM,Urbana,The Board of Trustees of the University of Illinois,Classical; Public radio,Illinois,68940.0,FM,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,LICENSED,Click for Details
WILP,98.1 FM,Cuba,"Spoon River Media, LLC",,Illinois,,,,,
WILV,91.1 FM,Loves Park,Educational Media Foundation,Contemporary Christian (K-Love),Illinois,,,,,
WILY,1210 AM,Centralia,"WRXX, LLC",Oldies,Illinois,,,,,
WIMB,89.1 FM,Murphysboro,University of Northwestern – St. Paul,Contemporary Christian,Illinois,,,,,
WIND,560 AM,Chicago,"Salem Media of Illinois, LLC",News/Talk,Illinois,,,,,
WINI,1420 AM,Murphysboro,"Southern Illinois Radio Group, Inc.",Oldies,Illinois,,,,,
WIPA,89.3 FM,Pittsfield,The Board of Trustees of the University of Illinois,Public radio,Illinois,,,,,
WIQI,95.9 FM,Watseka,"Smash Hit Media, Inc.",Classic rock,Illinois,,,,,
WIRL,1290 AM,Peoria,"Midwest Communications, Inc.",Conservative talk,Illinois,,,,,
WISH-FM,98.9 FM,Galatia,"WISH Radio, LLC",Adult contemporary,Illinois,,,,,
WITY,980 AM,Danville,Illiana Communications LLC,Adult hits/Farm,Illinois,,,,,
WIUM,91.3 FM,Macomb,Western Illinois University,Public broadcasting,Illinois,,,,,
WIUS,88.3 FM,Macomb,Western Illinois University,Variety,Illinois,,,,,
WIUW,89.5 FM,Warsaw,Western Illinois University,Public broadcasting,Illinois,71792.0,FM,WESTERN ILLINOIS UNIVERSITY,LICENSED,Click for Details
WIVQ,103.3 FM,Spring Valley,"Mendota Broadcasting, Inc",Top 40 (CHR),Illinois,,,,,
WIXN,1460 AM,Dixon,"NRG License Sub, LLC",Oldies,Illinois,,,,,
WIXO,105.7 FM,Peoria,"Radio License Holding CBC, LLC",Active rock,Illinois,,,,,
WIXY,100.3 FM,Champaign,"Saga Communications of Illinois, LLC",Country,Illinois,58539.0,FM,"SAGA COMMUNICATIONS OF ILLINOIS, LLC",LICENSED,Click for Details
WJAF-LP,103.7 FM,Centralia,Day Star Christian Broadcasting,Religious,Illinois,,,,,
WJBC,1230 AM,Bloomington,Cumulus Licensing LLC,News/Talk,Illinois,,,,,
WJBC-FM,93.7 FM,Pontiac,Cumulus Licensing LLC,Country,Illinois,,,,,
WJBD-FM,100.1 FM,Salem,"NRG License Sub, LLC",Full service,Illinois,,,,,
WJBM,1480 AM,Jerseyville,"DJ Two Rivers Radio, Inc.",News/Talk,Illinois,,,,,
WJCH,91.9 FM,Joliet,"Family Stations, Inc.",Religious,Illinois,,,,,
WJCZ,91.3 FM,Milford,"Calvary Radio Network, Inc.",Christian (Calvary Radio Network),Illinois,,,,,
WJDK-FM,95.7 FM,Seneca,"Grundy County Broadcasters, Inc",Country,Illinois,,,,,
WJEK,95.3 FM,Rantoul,"S.J. Broadcasting, LLC",Contemporary Christian,Illinois,,,,,
WJEQ,102.7 FM,Macomb,Virden Broadcasting Corp.,Classic rock,Illinois,,,,,
WJEZ,98.9 FM,Dwight,Cumulus Licensing LLC,Classic hits,Illinois,,,,,
WJHV-LP,95.1 FM,Fairbury,"Faith Fellowship Ministries, Inc.",Religious,Illinois,,,,,
WJIL,1550 AM,Jacksonville,Morgan County Media LLC,News/Talk,Illinois,,,,,
WJKG,105.5 FM,Altamont,"The Cromwell Group, Inc. of Illinois",Adult hits,Illinois,,,,,
WJLI,98.3 FM,Metropolis,"Sun Media, Inc.",Classic rock,Illinois,,,,,
WJLY,88.3 FM,Ramsey,Countryside Broadcasting,Christian,Illinois,,,,,
WJMU,89.5 FM,Decatur,Millikin University,Alternative,Illinois,,,,,
WJOL,1340 AM,Joliet,Alpha Media Licensee LLC,News/Talk,Illinois,,,,,
WJPF,1340 AM,Herrin,MRR License LLC,News/Talk,Illinois,,,,,
WJRE,102.5 FM,Galva,Virden Broadcasting Corp.,Country,Illinois,12236.0,FM,VIRDEN BROADCASTING CORP.,LICENSED,Click for Details
WJVO,105.5 FM,South Jacksonville,Morgan County Media LLC,Country,Illinois,43773.0,FM,MORGAN COUNTY MEDIA LLC,LICENSED,Click for Details
WJWR,90.3 FM,Bloomington,"Good News Radio, Inc.",Christian,Illinois,,,,,
WKAI,100.1 FM,Macomb,Virden Broadcasting Corp.,Top 40 (CHR),Illinois,,,,,
WKAN,1320 AM,Kankakee,Staradio,Talk/Personality,Illinois,,,,,
WKAY,105.3 FM,Knoxville,Galesburg Broadcasting Company,Adult contemporary,Illinois,,,,,
WKBM,930 AM,Sandwich,"Relevant Radio, Inc.",Catholic,Illinois,,,,,
WKEI,1450 AM,Kewanee,Virden Broadcasting Corp.,News/Talk,Illinois,,,,,
WKGL-FM,96.7 FM,Loves Park,"Townsquare License, LLC",Classic rock,Illinois,,,,,
WKIB,96.5 FM,Anna,"WKIB, LLC",Pop contemporary hit radio,Illinois,,,,,
WKIO,107.9 FM,Arcola,"Champaign Multimedia Group, LLC",Classic hits,Illinois,,,,,
WKJR,1460 AM,Rantoul,"Ruben's Productions, Inc.",Spanish variety,Illinois,,,,,
WKJT,102.3 FM,Teutopolis,Premier Broadcasting Inc.,Country,Illinois,,,,,
WKKC,89.3 FM,Chicago,Board of Trustees Community College Dist.,Urban contemporary,Illinois,,,,,
WKQX,101.1 FM,Chicago,Radio License Holdings LLC,Alternative rock,Illinois,19525.0,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WKRO,1490 AM,Cairo,Benjamin Stratemeyer,Urban adult contemporary,Illinois,,,,,
WKRS,1220 AM,Waukegan,Alpha Media Licensee LLC,Spanish sports,Illinois,,,,,
WKRV,107.1 FM,Vandalia,"The Cromwell Group, Inc. of Illinois",Classic hits,Illinois,,,,,
WKSC-FM,103.5 FM,Chicago,"iHM Licenses, LLC",Top 40 (CHR),Illinois,74178.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKTA,1330 AM,Evanston,"Polnet Communications, Ltd.",Ethnic and News/Talk,Illinois,,,,,
WKXQ,92.5 FM,Rushville,LB Sports Productions LLC,Adult standards,Illinois,,,,,
WKYX-FM,94.3 FM,Golconda,"Bristol Broadcasting Company, Inc.",News/Talk,Illinois,,,,,
WKZF,102.3 FM,Morton,"Midwest Communications, Inc.",Rhythmic classic hits,Illinois,,,,,
WKZI,800 AM,Casey,"Word Power, Inc.",Christian,Illinois,,,,,
WLBK,1360 AM,DeKalb,"DeKalb County Broadcasters, Inc.",News/Talk,Illinois,,,,,
WLBM-LP,105.7 FM,Danville,Blues & Soul Inc.,R&B/Blues/Jazz/Gospel,Illinois,,,,,
WLCA,89.9 FM,Godfrey,Lewis & Clark Community College,Alternative rock/College,Illinois,37167.0,FM,LEWIS & CLARK COMMUNITY COLLEGE,LICENSED,Click for Details
WLCN,96.3 FM,Atlanta,"KM Radio of Atlanta, L.L.C.",Country,Illinois,,,,,
WLDS,1180 AM,Jacksonville,"Jacksonville Area Radio Broadcasters, Inc.",Soft adult contemporary,Illinois,,,,,
WLEY-FM,107.9 FM,Aurora,"Wley Licensing, Inc.",Regional Mexican,Illinois,,,,,
WLFZ,101.9 FM,Springfield,"Saga Communications of Illinois, LLC",Country,Illinois,,,,,
WLGS-LP,101.5 FM,Lake Villa,Calvary Chapel of Lake Villa,Contemporary Christian,Illinois,,,,,
WLHF-LP,95.7 FM,Champaign,Trinity Educational Association,Catholic,Illinois,,,,,
WLHW,91.5 FM,Casey,"Word Power, Inc.",Christian,Illinois,,,,,
WLIQ,1530 AM,Quincy,"Townsquare License, LLC",Classic country,Illinois,,,,,
WLIT-FM,93.9 FM,Chicago,"iHM Licenses, LLC",Soft adult contemporary,Illinois,70042.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLKL,89.9 FM,Mattoon,Community College District #517,Alternative rock,Illinois,,,,,
WLKU,98.9 FM,Rock Island,Educational Media Foundation,Christian Contemporary (K-Love),Illinois,,,,,
WLLM,1370 AM,Lincoln,"Good News Radio, Inc.",Christian,Illinois,,,,,
WLLM-FM,90.1 FM,Carlinville,"Good News Radio, Inc.",Christian,Illinois,,,,,
WLLT,94.3 FM,Polo,Sauk Valley Broadcasting Company,Oldies,Illinois,,,,,
WLLU-LP,107.9 FM,Decatur,Love Life Community Radio,Variety,Illinois,,,,,
WLMD,104.7 FM,Bushnell,Virden Broadcasting Corp.,News/Talk,Illinois,,,,,
WLNX,88.9 FM,Lincoln,Lincoln University,Alternative,Illinois,,,,,
WLPL-LP,104.3 FM,Dixon,Turning Point Community Church,Religious talk,Illinois,,,,,
WLPN-LP,105.5 FM,Chicago,Public Media Institute,Variety,Illinois,,,,,
WLPO,1220 AM,Lasalle,"Starved Rock Media, Inc.",News/Talk,Illinois,,,,,
WLRA,88.1 FM,Lockport,Lewis University,Variety,Illinois,,,,,
WLRW,94.5 FM,Champaign,"Saga Communications of Illinois, LLC",Hot adult contemporary,Illinois,58542.0,FM,"SAGA COMMUNICATIONS OF ILLINOIS, LLC",LICENSED,Click for Details
WLS,890 AM,Chicago,Radio License Holdings LLC,Talk,Illinois,,,,,
WLS-FM,94.7 FM,Chicago,Radio License Holdings LLC,Classic hits,Illinois,73228.0,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WLSB,98.5 FM,Augusta,"Lifestyle Education Academy International, Inc.",Christian,Illinois,,,,,
WLSE,103.3 FM,Canton,"Lifestyle Education Academy International, Inc.",Christian,Illinois,,,,,
WLSR,92.7 FM,Galesburg,Galesburg Broadcasting Company,Alternative rock,Illinois,,,,,
WLTL,88.1 FM,La Grange,Lyons Township High School,Variety rock,Illinois,,,,,
WLTM,90.3 FM,Harrisburg,Madisonville Baptist Temple,Christian,Illinois,,,,,
WLUJ,89.7 FM,Springfield,"Good News Radio, Inc.",Christian talk and music,Illinois,,,,,
WLUV,1520 AM,Loves Park,"VCY America, Inc.",Conservative Christian,Illinois,,,,,
WLUW,88.7 FM,Chicago,Loyola University of Chicago,Alternative rock,Illinois,,,,,
WLWF,96.5 FM,Marseilles,"Starved Rock Media, Inc.",Country,Illinois,,,,,
WLWJ,88.1 FM,Petersburg,"Good News Radio, Inc.",Christian,Illinois,,,,,
WLWX,88.1 FM,Wheaton,Educational Media Foundation,90s Christian hits (K-Love 90s),Illinois,,,,,
WMAY,970 AM,Springfield,"Long Nine, Inc.",Classic hits,Illinois,,,,,
WMAY-FM,92.7 FM,Taylorville,"Long Nine, Inc.",News/Talk,Illinois,,,,,
WMBD,1470 AM,Peoria,"Midwest Communications, Inc.",News/Talk,Illinois,,,,,
WMBI-FM,90.1 FM,Chicago,The Moody Bible Institute of Chicago,Religious,Illinois,66063.0,FM,THE MOODY BIBLE INSTITUTE OF CHICAGO,LICENSED,Click for Details
WMCI,101.3 FM,Mattoon,"The Cromwell Group, Inc. of Illinois",Country,Illinois,65572.0,FM,"THE CROMWELL GROUP, INC. OF ILLINOIS",LICENSED,Click for Details
WMCL,1060 AM,McLeansboro,Dana Communications Corporation,Country,Illinois,,,,,
WMFN,640 AM,Peotone,Birach Broadcasting Corporation,Black-oriented news,Illinois,,,,,
WMIX,940 AM,Mount Vernon,"Withers Broadcasting Company of Illinois, LLC",News/Talk & Adult standards,Illinois,,,,,
WMIX-FM,94.1 FM,Mount Vernon,"Withers Broadcasting Company of Illinois, LLC",Country,Illinois,,,,,
WMKB,102.9 FM,Earlville,"KM Radio of Earlville, L.L.C.",Regional Mexican,Illinois,,,,,
WMKR,94.3 FM,Pana,"Miller Communications, Inc.",Country,Illinois,,,,,
WMMC,105.9 FM,Marshall,"JKO Media Group, LLC",Classic hits,Illinois,,,,,
WMNK,88.5 FM,Minooka,"Silver Fish Broadcasting, Inc.",,Illinois,,,,,
WMOI,97.7 FM,Monmouth,"Robbins-Treat Resources, LLC",Adult contemporary,Illinois,,,,,
WMOK,920 AM,Metropolis,"Withers Broadcasting Company of Paducah, LLC",Country,Illinois,,,,,
WMQZ,104.1 FM,Colchester,Virden Broadcasting Corp.,Active rock,Illinois,,,,,
WMSH,90.3 FM,Sparta,Covenant Network,Catholic,Illinois,,,,,
WMTH,90.5 FM,Park Ridge,"Board of Education, Maine Twp. #207",High school,Illinois,,,,,
WMVP,1000 AM,Chicago,"Sports Radio Chicago, LLC",Sports,Illinois,,,,,
WMXM,88.9 FM,Lake Forest,Lake Forest College,College,Illinois,,,,,
WNIE,89.1 FM,Freeport,Northern Illinois University,"Public radio (News/Talk, AAA)",Illinois,,,,,
WNIJ,89.5 FM,DeKalb,Northern Illinois University,"Public radio (News/Talk, AAA)",Illinois,49550.0,FM,NORTHERN ILLINOIS UNIVERSITY,LICENSED,Click for Details
WNIQ,91.5 FM,Sterling,Northern Illinois University,"Public radio (News/Talk, AAA)",Illinois,,,,,
WNIU,90.5 FM,Rockford,Northern Illinois University,Classical,Illinois,49545.0,FM,NORTHERN ILLINOIS UNIVERSITY,LICENSED,Click for Details
WNIW,91.3 FM,La Salle,Northern Illinois University,"Public radio (News/Talk, AAA)",Illinois,,,,,
WNLD,88.1 FM,Decatur,University of Northwestern – St. Paul,Contemporary Christian,Illinois,,,,,
WNLF,95.9 FM,Macomb,Virden Broadcasting Corp.,Country,Illinois,,,,,
WNNS,98.7 FM,Springfield,"Long Nine, Inc.",Adult contemporary,Illinois,,,,,
WNOI,103.9 FM,Flora,"H & R Communications, Inc.",Adult contemporary,Illinois,25753.0,FM,"H & R COMMUNICATIONS, INC.",LICENSED,Click for Details
WNSV,104.7 FM,Nashville,"Dana Communications, Inc.",Classic hits,Illinois,,,,,
WNTA,1330 AM,Rockford,"Long Nine, Inc.",Regional Mexican,Illinois,,,,,
WNTD,950 AM,Chicago,"Relevant Radio, Inc.",Catholic,Illinois,,,,,
WNTH,88.1 FM,Winnetka,"Board of Education, New Trier Township District 203",Variety,Illinois,,,,,
WNUR-FM,89.3 FM,Evanston,Northwestern University,Variety,Illinois,,,,,
WNVR,1030 AM,Vernon Hills,"Polnet Communications, Ltd.",Polish,Illinois,,,,,
WNWI,1080 AM,Oak Lawn,Birach Broadcasting Corporation,Ethnic,Illinois,,,,,
WOAM,1350 AM,Peoria,"American Education Foundation, Inc.",Adult standards,Illinois,,,,,
WOJO,105.1 FM,Evanston,Tichenor License Corporation,Regional Mexican,Illinois,67073.0,FM,TICHENOR LICENSE CORPORATION,LICENSED,Click for Details
WOKL,89.1 FM,Round Lake Beach,Educational Media Foundation,Contemporary Christian (K-Love),Illinois,,,,,
WOKZ,105.9 FM,Fairfield,"The Original Company, Inc.",Country,Illinois,,,,,
WOLG,95.9 FM,Carlinville,Covenant Network,Catholic,Illinois,,,,,
WONC,89.1 FM,Naperville,North Central College,Album-oriented rock,Illinois,,,,,
WONU,89.7 FM,Kankakee,Olivet Nazarene University,Contemporary Christian,Illinois,,,,,
WOOZ-FM,99.9 FM,Harrisburg,MRR License LLC,Country,Illinois,,,,,
WOWA,93.7 FM,West Salem,"V.L.N. Broadcasting, Inc.",Classic hits,Illinois,,,,,
WPBG,93.3 FM,Peoria,"Midwest Communications, Inc.",Classic hits,Illinois,,,,,
WPCD,88.7 FM,Champaign,Parkland College,Alternative,Illinois,,,,,
WPEO,1020 AM,Peoria,WPEO Radio Foundation,Christian radio,Illinois,,,,,
WPEO-FM,98.3 FM,Farmer City,"Smash Hit Media, Inc.",Christian,Illinois,,,,,
WPFS-LP,105.9 FM,Monmouth,Monmouth College,Variety,Illinois,,,,,
WPGU,107.1 FM,Urbana,Illini Media Company,Alternative,Illinois,,,,,
WPIA,98.5 FM,Eureka,"Advanced Media Partners, LLC",Top 40 (CHR),Illinois,,,,,
WPJC,88.3 FM,Pontiac,"2820 Communications, Incorporated",Catholic,Illinois,,,,,
WPJX,1500 AM,Zion,"Polnet Communications, Ltd.",Heavy metal,Illinois,,,,,
WPMB,1500 AM,Vandalia,"The Cromwell Group, Inc. of Illinois",Adult contemporary,Illinois,,,,,
WPMJ,94.3 FM,Chillicothe,"CRCI, L.L.C.",Catholic,Illinois,,,,,
WPNA-FM,103.1 FM,Highland Park,"Alliance Radio, LLC",Polish,Illinois,,,,,
WPNV-LP,106.3 FM,Peoria,Black Business Alliance Peoria Chapter,Urban adult contemporary,Illinois,,,,,
WPPN,106.7 FM,Des Plaines,"Univision Radio Illinois, Inc.",Spanish adult contemporary,Illinois,,,,,
WPRC,88.7 FM,Sheffield,University of Northwestern – St. Paul,Christian adult contemporary,Illinois,,,,,
WPTH,88.1 FM,Olney,"VCY America, Inc.",Conservative Christian,Illinois,,,,,
WPWQ,106.7 FM,Mount Sterling,LB Sports Productions LLC,Oldies,Illinois,,,,,
WPXN,104.9 FM,Paxton,Paxton Broadcasting Corporation,Adult contemporary,Illinois,,,,,
WPZA,107.9,Canton,Educational Media Foundation,Contemporary Christian,Illinois,,,,,
WQCY,103.9 FM,Quincy,Staradio Corporation,Adult contemporary,Illinois,,,,,
WQEG-LP,98.3 FM,Chicago,Sound of Hope Radio NFP,Chinese Conservative/Public radio,Illinois,,,,,
WQFL,100.9 FM,Rockford,Educational Media Foundation,Worship music (Air1),Illinois,,,,,
WQIN-LP,102.9 FM,Quincy,3 Angels Broadcasting Messengers,Christian,Illinois,,,,,
WQJC-LP,107.9 FM,Quincy,Quincy Not for Profit Jazz Corporation,Jazz,Illinois,,,,,
WQJT-LP,105.7 FM,Freeport,Flight Radio Studio Production Company Inc.,Variety,Illinois,,,,,
WQKQ,92.1 FM,Dallas City,Pritchard Broadcasting Corporation,Classic rock,Illinois,,,,,
WQLF,102.1 FM,Lena,Big Radio,Classic rock,Illinois,,,,,
WQLZ,97.7 FM,Petersburg,"Long Nine, Inc.",Active rock,Illinois,,,,,
WQQB,96.1 FM,Rantoul,"S.J. Broadcasting, LLC",Top 40 (CHR),Illinois,,,,,
WQRL,106.3 FM,Benton,Dana Communications Corporation,Oldies,Illinois,,,,,
WQUB,90.3 FM,Quincy,The Curators of the University of Missouri,Public radio,Illinois,54282.0,FM,THE CURATORS OF THE UNIVERSITY OF MISSOURI,LICENSED,Click for Details
WQUD,107.7 FM,Erie,"JMRW, LLC",Classic hits/Country,Illinois,,,,,
WRAM,1330 AM,Monmouth,"Robbins-Treat Resources, LLC",Classic country,Illinois,,,,,
WRAN,97.3 FM,Taylorville,"Miller Communications, Inc.",Oldies,Illinois,,,,,
WRCV,101.7 FM,Dixon,"NRG License Sub, LLC",Country,Illinois,,,,,
WRDZ,1300 AM,La Grange,"Polnet Communications, Ltd.",Polish,Illinois,,,,,
WREE,92.5 FM,Urbana,"Saga Communications of Illinois, LLC",Classic hits,Illinois,41592.0,FM,"SAGA COMMUNICATIONS OF ILLINOIS, LLC",LICENSED,Click for Details
WREZ,105.5 FM,Metropolis,"Withers Broadcasting Company of Paducah, LLC",Top 40 (CHR),Illinois,,,,,
WRFU-LP,104.5 FM,Urbana,Urbana-Champaign Independent Media Center Foundation,Variety,Illinois,,,,,
WRHK,94.9 FM,Danville,"Neuhoff Media Danville, LLC",Classic rock,Illinois,,,,,
WRHL,1060 AM,Rochelle,"Rochelle Broadcasting Co., Inc.",Classic hits,Illinois,,,,,
WRIK,750 AM,Brookport,Daniel S. Stratemeyer,Country,Illinois,,,,,
WRKX,95.3 FM,Ottawa,"NRG License Sub, LLC",Adult hits,Illinois,,,,,
WRLJ,88.3 FM,White Hall,"Good News Radio, Inc.",Christian,Illinois,,,,,
WRLL,1450 AM,Cicero,Midway Broadcasting Corporation,Latin music & Talk,Illinois,,,,,
WRLR-LP,98.3 FM,Round Lake Heights,Rondaradio,Eclectic,Illinois,,,,,
WRMJ,102.3 FM,Aledo,"Western Illinois Broadcasting, Inc.",Country,Illinois,,,,,
WRMN,1410 AM,Elgin,Elgin Community Broadcasting LLC,News/Talk,Illinois,,,,,
WRMS,790 AM,Beardstown,Covenant Network,Catholic,Illinois,,,,,
WRMS-FM,94.3 FM,Beardstown,LB Sports Productions LLC,Country,Illinois,,,,,
WROK,1440 AM,Rockford,"Townsquare License, LLC",News/Talk,Illinois,,,,,
WROY,1460 AM,Carmi,"The Original Company, Inc.",Oldies,Illinois,,,,,
WRPW,92.9 FM,Colfax,"Pilot Media, LLC",Talk,Illinois,,,,,
WRRG,88.9 FM,River Grove,Triton College,Indie/Progressive rock,Illinois,,,,,
WRSE,88.7 FM,Elmhurst,"Bd. of Trustees, Elmhurst College",Rock/Metal/Hip-Hop/Oldies,Illinois,,,,,
WRTB,95.3 FM,Winnebago,"Long Nine, Inc.",Country,Illinois,,,,,
WRTE,90.7 FM,Chicago,Chicago Public Media,Public radio,Illinois,10794.0,FM,CHICAGO PUBLIC MEDIA,LICENSED,Click for Details
WRTK,90.5 FM,Paxton,Hyles-Anderson College,Christian,Illinois,,,,,
WRTO,1200 AM,Chicago,"Univision Radio Illinois, Inc.",Spanish News/Talk,Illinois,,,,,
WRUL,97.3 FM,Carmi,"The Original Company, Inc.",Country,Illinois,,,,,
WRVY-FM,100.5 FM,Henry,Virden Broadcasting Corp.,Country,Illinois,,,,,
WRWO-LP,94.5 FM,Ottawa,Here and Again,Variety,Illinois,,,,,
WRXQ,100.7 FM,Coal City,"Walnut Radio Illinois, LLC",Classic rock,Illinois,,,,,
WRXX,95.3 FM,Centralia,"WRXX, LLC",Hot adult contemporary,Illinois,,,,,
WRYT,1080 AM,Edwardsville,Covenant Network,Catholic,Illinois,,,,,
WSBC,1240 AM,Chicago,"WSBC, Inc.",Ethnic,Illinois,,,,,
WSCR,670 AM,Chicago,"Audacy License, LLC",Sports,Illinois,,,,,
WSCT,90.5 FM,Springfield,University of Northwestern – St. Paul,Religious,Illinois,,,,,
WSDR,1240 AM,Sterling,Virden Broadcasting Corp.,News/Talk,Illinois,,,,,
WSDZ,1260 AM,Belleville,"Relevant Radio, Inc.",Catholic,Illinois,,,,,
WSEI,92.9 FM,Olney,"V.L.N. Broadcasting, Inc.",Country,Illinois,,,,,
WSEY,95.7 FM,Oregon,"NRG License Sub, LLC",Adult contemporary,Illinois,,,,,
WSFI,88.5 FM,Antioch,BVM Helping Hands,Catholic,Illinois,,,,,
WSHE-FM,100.3 FM,Chicago,"Chicago FCC License Sub, LLC",Adult contemporary,Illinois,10059.0,FM,"CHICAGO FCC LICENSE SUB, LLC",LICENSED,Click for Details
WSIE,88.7 FM,Edwardsville,Board of Trustees Southern Illinois University,Jazz,Illinois,,,,,
WSIQ,1350 AM,Salem,"NRG License Sub, LLC",Country,Illinois,,,,,
WSIU,91.9 FM,Carbondale,Board of Trustees of Southern Illinois University,"News/Talk, Classical",Illinois,61309.0,FM,BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY,LICENSED,Click for Details
WSJK,93.5 FM,Tuscola,"S.J. Broadcasting, LLC",Talk/Sports,Illinois,,,,,
WSLE,91.3 FM,Salem,American Family Association,Religious talk (AFR),Illinois,,,,,
WSMI,1540 AM,Litchfield,Talley Broadcasting Corporation,Classic country,Illinois,,,,,
WSMI-FM,106.1 FM,Litchfield,Talley Broadcasting Corporation,Country,Illinois,,,,,
WSOG,88.1 FM,Spring Valley,"Spirit Education Association, Inc.",Catholic,Illinois,,,,,
WSOY,1340 AM,Decatur,"Neuhoff Media Decatur, LLC",News/Talk,Illinois,,,,,
WSOY-FM,102.9 FM,Decatur,"Neuhoff Media Decatur, LLC",Top 40 (CHR),Illinois,,,,,
WSPI,89.5 FM,Ellsworth,2820 Communications Incorporated,Catholic,Illinois,,,,,
WSPL,1250 AM,Streator,"Mendota Broadcasting, Inc.",News/Talk,Illinois,,,,,
